# FWI TEST DATA USING FILE proyecto_grani/datos_meteorologicos.txt 
# INITIAL VALUES FOR FFMC: 21.20, DMC: 0.10, DC: 0.60 

#DATE		 TEMP	  RH	WIND(S)	 WIND(V) RAIN	 FFMC	 DMC	 DC	 ISI	 BUI	 FWI	 DSR 
20150924	 10.00	 54.00	 NO	 54.00	 0.00	 86.76	 13.87	 16.11	 40.92	 13.52	 32.54	 12.93	AEXEE 
20150925	 5.80	 49.00	 NO	 15.00	 0.00	 86.78	 14.45	 16.86	 5.75	 14.10	 7.43	 0.95	AEMMM 
20150926	 9.00	 27.00	 Var	 7.00	 0.00	 88.85	 15.66	 18.18	 5.17	 15.31	 7.05	 0.86	AEMMM 
20150927	 11.70	 45.00	 ESE	 10.00	 0.00	 88.59	 16.82	 19.99	 5.79	 16.48	 8.12	 1.11	AEMMM 
20150928	 11.60	 55.00	 NE	 16.00	 0.00	 87.27	 17.77	 21.79	 6.49	 17.43	 9.24	 1.39	AEMMM 
20150929	 9.00	 51.00	 O	 46.00	 0.00	 87.04	 18.58	 23.11	 28.46	 18.25	 28.77	 10.39	AEXEE 
20150930	 6.70	 81.00	 O	 29.00	 7.00	 46.67	 10.57	 14.66	 0.45	 10.30	 0.28	 0.00	BBBMM 
20151001	 1.90	 70.00	 O	 33.00	 3.00	 49.35	 7.63	 13.47	 0.80	 7.47	 0.41	 0.01	BMBMM 
20151002	 6.60	 68.00	 O	 50.00	 0.60	 69.24	 8.10	 15.62	 7.58	 7.97	 7.19	 0.89	AEMMM 
20151003	 5.10	 88.00	 O	 42.00	 17.00	 30.75	 3.53	 1.87	 0.04	 2.93	 0.01	 0.00	BBBMB 
20151004	 6.70	 81.00	 O	 50.00	 33.00	 31.73	 1.33	 2.16	 0.07	 1.13	 0.02	 0.00	BBBBB 
20151005	 4.90	 89.00	 NO	 27.00	 8.00	 23.32	 0.14	 1.84	 0.00	 0.23	 0.00	 0.00	BBBBB 
20151006	 6.60	 59.00	 O	 37.00	 20.00	 40.43	 0.60	 2.14	 0.24	 0.70	 0.06	 0.00	BBBBB 
20151007	 5.90	 77.00	 NO	 15.00	 0.00	 56.10	 0.90	 4.16	 0.65	 1.17	 0.18	 0.00	BMBBB 
20151008	 8.30	 53.00	 NO	 39.00	 0.00	 75.68	 1.74	 6.61	 5.68	 2.10	 3.04	 0.20	AEBMB 
20151009	 6.40	 58.00	 ONO	 49.00	 4.30	 63.15	 0.97	 4.14	 5.75	 1.23	 2.59	 0.15	AEBBB 
20151010	 6.20	 57.00	 O	 13.00	 0.40	 74.33	 1.57	 6.21	 1.42	 1.92	 0.44	 0.01	BABBB 
20151011	 7.70	 55.00	 Var	 5.00	 0.00	 79.57	 2.32	 8.55	 1.40	 2.76	 0.48	 0.01	BABMB 
20151012	 11.00	 45.00	 O	 14.00	 0.00	 84.44	 3.58	 11.48	 3.95	 4.02	 2.54	 0.14	AEBMB 
20151013	 13.80	 29.00	 NO	 29.00	 0.00	 89.17	 5.58	 14.92	 16.40	 5.77	 12.13	 2.25	AEMMB 
20151014	 13.60	 52.00	 O	 37.00	 0.00	 87.87	 6.92	 18.32	 20.37	 7.12	 15.52	 3.49	AEMMM 
20151015	 16.60	 29.00	 Var	 7.00	 0.00	 90.04	 9.30	 22.26	 6.14	 9.28	 6.35	 0.72	AEMMM 
20151016	 15.70	 43.00	 O	 40.00	 0.00	 89.55	 11.11	 26.04	 30.16	 11.08	 24.45	 7.80	AEAXM 
20151017	 9.80	 62.00	 O	 31.00	 0.00	 86.30	 11.90	 28.76	 12.04	 11.88	 12.73	 2.46	AEMMM 
20151018	 10.20	 48.00	 NO	 37.00	 0.00	 86.35	 13.01	 31.55	 16.40	 13.00	 16.80	 4.01	AEMMM 
20151019	 8.80	 45.00	 ONO	 38.00	 0.00	 86.43	 14.04	 34.09	 17.45	 14.03	 18.19	 4.62	AEAMM 
20151020	 9.40	 36.00	 ONO	 36.00	 0.00	 87.78	 15.31	 36.74	 19.12	 15.29	 20.18	 5.55	AEAMM 
20151021	 9.10	 27.00	 Var	 7.00	 0.00	 89.22	 16.72	 39.33	 5.45	 16.69	 7.75	 1.02	AEMMM 
20151022	 10.90	 38.00	 ONO	 10.00	 0.00	 89.27	 18.13	 42.24	 6.39	 18.10	 9.29	 1.41	AEMMM 
20151023	 12.10	 62.00	 NO	 40.00	 0.00	 86.32	 19.08	 45.38	 19.02	 19.06	 22.14	 6.54	AEAMM 
20151024	 10.50	 53.00	 ONO	 39.00	 0.00	 86.37	 20.12	 48.22	 18.21	 20.10	 21.98	 6.46	AEAMM 
20151025	 9.00	 50.00	 NO	 40.00	 0.00	 86.42	 21.07	 50.79	 19.28	 21.05	 23.38	 7.20	AEAMM 
20151026	 10.60	 54.00	 ONO	 29.00	 0.00	 86.47	 22.09	 53.66	 11.15	 22.08	 16.03	 3.69	AEMMM 
20151027	 12.90	 43.00	 ONO	 35.00	 0.00	 87.26	 23.60	 56.93	 16.89	 23.59	 22.42	 6.69	AEAMM 
20151028	 6.10	 60.00	 O	 33.00	 0.70	 83.11	 24.15	 58.98	 8.63	 24.14	 13.77	 2.82	AEMMM 
20151029	 6.40	 67.00	 O	 40.00	 3.00	 65.80	 19.22	 58.32	 4.08	 21.07	 6.80	 0.81	AEMMM 
20151030	 9.00	 58.00	 O	 37.00	 7.00	 56.63	 11.50	 50.68	 2.07	 14.68	 2.54	 0.14	MXBMM 
20151031	 7.90	 80.00	 0	 0.00	 0.00	 60.93	 11.84	 53.06	 0.43	 15.20	 0.33	 0.00	BBBMM 
20151101	 12.20	 49.00	 NO	 7.00	 3.00	 60.58	 9.95	 54.92	 0.60	 13.70	 0.43	 0.01	BMBMM 
20151102	 11.50	 42.00	 O	 18.00	 0.00	 78.71	 11.50	 59.40	 2.48	 15.50	 3.33	 0.23	MXBMM 
20151103	 11.20	 47.00	 ONO	 37.00	 0.00	 84.62	 12.88	 63.82	 12.90	 17.12	 15.87	 3.63	AEMMM 
20151104	 12.20	 37.00	 NO	 11.00	 9.90	 57.59	 8.06	 52.69	 0.60	 11.67	 0.40	 0.01	BMBMM 
20151105	 10.40	 87.00	 ONO	 15.00	 1.50	 56.08	 8.38	 56.97	 0.65	 12.26	 0.44	 0.01	BMBMM 
20151106	 15.40	 53.00	 Var	 9.00	 2.00	 66.38	 8.55	 62.14	 0.87	 12.72	 0.60	 0.01	BMBMM 
20151107	 13.70	 57.00	 O	 25.00	 0.00	 79.71	 9.90	 67.01	 3.89	 14.46	 5.20	 0.50	AEBMM 
20151108	 13.30	 27.00	 NO	 18.00	 0.00	 87.99	 12.13	 71.81	 7.96	 17.06	 10.83	 1.84	AEMMM 
20151109	 14.80	 45.00	 NO	 37.00	 0.00	 88.04	 13.98	 76.88	 20.88	 19.23	 23.75	 7.40	AEAMM 
20151110	 14.20	 19.00	 O	 13.00	 0.00	 91.61	 16.61	 81.84	 10.39	 22.04	 15.18	 3.35	AEMMM 
20151111	 18.20	 17.00	 ONO	 35.00	 0.00	 93.60	 20.01	 87.52	 41.58	 25.47	 42.52	 20.76	AEXEE 
20151112	 18.40	 46.00	 ONO	 36.00	 0.01	 90.04	 22.25	 93.24	 26.46	 27.87	 32.90	 13.18	AEXEE 
20151113	 20.50	 41.00	 ONO	 33.00	 0.00	 90.09	 24.95	 99.33	 22.91	 30.65	 31.18	 11.99	AEXEE 
20151114	 14.40	 27.00	 O	 42.00	 0.00	 90.74	 27.35	 104.33	 39.55	 33.04	 46.02	 23.88	AEXEE 
20151115	 10.50	 45.00	 ONO	 54.00	 0.00	 88.76	 28.70	 108.62	 54.54	 34.57	 57.33	 35.23	AEEEE 
20151116	 12.40	 59.00	 O	 55.00	 0.00	 86.60	 29.88	 113.26	 42.12	 36.01	 49.69	 27.35	AEEEE 
20151117	 9.00	 35.00	 O	 42.00	 0.00	 87.94	 31.27	 117.28	 26.46	 37.53	 37.59	 16.69	AEXEE 
20151118	 8.90	 63.00	 ONO	 47.00	 0.00	 85.59	 32.05	 121.29	 24.39	 38.60	 36.10	 15.54	AEXEE 
20151119	 12.10	 26.00	 ONO	 39.00	 0.00	 89.74	 34.13	 125.87	 29.46	 40.68	 41.79	 20.13	AEXEE 
20151120	 12.40	 29.00	 ONO	 34.00	 0.00	 90.03	 36.16	 130.50	 23.88	 42.72	 37.29	 16.45	AEXEE 
20151121	 13.70	 36.00	 O	 37.00	 0.00	 90.08	 38.17	 135.37	 27.97	 44.78	 42.21	 20.49	AEXEE 
20151122	 16.40	 27.00	 O	 40.00	 0.00	 91.04	 40.88	 140.73	 37.29	 47.36	 51.91	 29.55	AEEEE 
20151123	 14.30	 25.00	 ONO	 29.00	 0.00	 91.24	 43.33	 145.71	 22.07	 49.71	 37.99	 17.00	AEXEE 
20151124	 16.60	 26.00	 ONO	 33.00	 0.00	 91.41	 46.11	 151.10	 27.65	 52.31	 44.96	 22.91	AEXEE 
20151125	 18.30	 35.00	 NO	 39.00	 0.00	 91.35	 48.78	 156.80	 37.07	 54.88	 55.21	 32.95	AEEEE 
20151126	 18.70	 31.00	 ONO	 38.00	 0.00	 91.40	 51.68	 162.57	 35.50	 57.59	 54.91	 32.64	AEEEE 
20151127	 17.80	 23.00	 NE	 13.00	 0.00	 92.14	 54.77	 168.18	 11.20	 60.38	 26.47	 8.97	AEAAM 
20151128	 23.00	 17.00	 Var	 7.00	 0.00	 94.21	 59.01	 174.72	 11.05	 63.99	 27.00	 9.29	AEAAM 
20151129	 19.80	 31.00	 O	 35.00	 0.00	 92.72	 62.07	 180.69	 36.80	 66.78	 59.98	 38.16	AEEEE 
20151130	 16.30	 35.00	 NO	 20.00	 0.00	 91.48	 64.47	 186.03	 14.51	 69.08	 33.71	 13.77	AEXAM 
20151201	 20.90	 30.00	 E	 22.00	 0.00	 91.53	 67.91	 193.19	 16.16	 72.29	 37.00	 16.23	AEXAM 
20151202	 18.20	 51.00	 Var	 13.00	 0.00	 89.20	 70.02	 199.87	 7.36	 74.66	 21.99	 6.46	AEAAM 
20151203	 14.00	 86.00	 0	 0.00	 0.00	 83.98	 70.50	 205.80	 1.84	 75.95	 7.38	 0.94	BAMAM 
20151204	 19.00	 32.00	 N	 11.00	 5.20	 72.18	 48.73	 202.71	 1.17	 60.88	 4.04	 0.32	BABAM 
20151205	 23.30	 35.00	 N	 11.00	 0.00	 87.37	 52.28	 210.31	 5.12	 64.48	 15.56	 3.50	AEMAM 
20151206	 21.00	 26.00	 ONO	 31.00	 0.00	 91.63	 55.93	 217.49	 25.77	 68.09	 48.52	 26.22	AEEEE 
20151207	 19.30	 15.00	 ONO	 37.00	 0.00	 94.26	 59.81	 224.37	 50.43	 71.78	 74.86	 56.49	AEEEE 
20151208	 16.40	 38.00	 ONO	 54.00	 0.00	 91.07	 62.23	 230.73	 75.92	 74.34	 96.52	 88.58	AEEEE 
20151209	 13.70	 48.00	 NO	 32.00	 0.00	 88.87	 63.95	 236.60	 18.27	 76.33	 41.13	 19.57	AEXAM 
20151210	 21.20	 38.00	 ONO	 20.00	 0.00	 89.63	 67.04	 243.82	 11.14	 79.46	 30.26	 11.37	AEXAM 
20151211	 26.30	 24.00	 NO	 16.00	 0.00	 93.10	 71.70	 251.96	 14.91	 83.79	 37.68	 16.76	AEXAM 
20151212	 19.20	 38.00	 O	 38.00	 0.00	 91.29	 74.51	 258.82	 34.99	 86.65	 65.35	 44.42	AEEEE 
20151213	 17.90	 42.00	 ONO	 42.00	 0.00	 90.20	 76.97	 265.44	 36.59	 89.25	 68.03	 47.70	AEEEE 
20151214	 17.20	 53.00	 O	 57.00	 0.00	 88.24	 78.90	 271.94	 58.81	 91.46	 90.97	 79.77	AEEEE 
20151215	 16.50	 56.00	 ONO	 34.00	 13.50	 63.87	 40.33	 241.47	 2.79	 56.90	 8.86	 1.29	MXMAM 
20151216	 8.90	 82.00	 ONO	 46.00	 23.50	 38.49	 15.78	 185.69	 0.26	 26.04	 0.28	 0.00	BBBMM 
20151217	 10.90	 40.00	 ONO	 13.00	 0.00	 67.77	 17.39	 191.06	 1.12	 28.34	 1.88	 0.08	BABMM 
20151218	 16.30	 32.00	 NO	 10.00	 0.00	 83.99	 20.04	 197.39	 3.04	 31.96	 6.67	 0.78	AEMAM 
20151219	 19.20	 23.00	 O	 14.00	 0.00	 90.99	 23.53	 204.25	 10.00	 36.54	 18.98	 4.98	AEAAM 
20151220	 13.00	 82.00	 O	 48.00	 0.02	 83.03	 24.10	 210.00	 18.19	 37.45	 29.27	 10.72	AEXAM 
20151221	 12.40	 42.00	 O	 35.00	 0.80	 85.01	 25.85	 215.63	 12.31	 39.78	 22.99	 6.99	AEAAM 
20151222	 11.40	 37.00	 ONO	 50.00	 0.00	 87.71	 27.61	 221.09	 38.35	 42.08	 50.14	 27.79	AEEEE 
20151223	 11.90	 25.00	 ONO	 16.00	 0.00	 90.08	 29.79	 226.64	 9.71	 44.84	 20.60	 5.76	AEAAM 
20151224	 15.50	 60.00	 ONO	 35.00	 0.02	 87.11	 31.27	 232.83	 16.53	 46.82	 30.49	 11.52	AEXAM 
20151225	 17.40	 52.00	 ONO	 45.00	 0.00	 87.16	 33.26	 239.37	 27.54	 49.37	 43.68	 21.77	AEXEE 
20151226	 15.80	 45.00	 O	 40.00	 0.00	 87.52	 35.33	 245.61	 22.53	 51.97	 39.30	 18.06	AEXEE 
20151227	 18.60	 27.00	 ONO	 37.00	 0.02	 91.05	 38.55	 252.37	 32.13	 55.79	 50.89	 28.53	AEEEE 
20151228	 18.40	 57.00	 NO	 35.00	 0.00	 88.00	 40.42	 259.08	 18.76	 58.16	 36.76	 16.05	AEXAM 
20151229	 18.00	 57.00	 O	 55.00	 0.00	 87.48	 42.26	 265.73	 47.74	 60.47	 67.22	 46.69	AEEEE 
20151230	 13.00	 43.00	 ONO	 40.00	 5.80	 70.52	 28.22	 258.14	 4.77	 44.33	 11.95	 2.19	AEMAM 
20151231	 15.10	 26.00	 NO	 23.00	 0.00	 86.76	 30.90	 264.26	 8.59	 47.82	 19.50	 5.22	AEAAM 
20160101	 14.70	 26.00	 ONO	 42.00	 0.00	 90.46	 33.45	 270.61	 38.00	 51.10	 54.31	 32.01	AEEEE 
20160102	 15.60	 54.00	 ONO	 49.00	 0.00	 87.97	 35.12	 277.12	 37.83	 53.34	 55.20	 32.94	AEEEE 
20160103	 11.80	 95.00	 O	 39.00	 0.00	 78.20	 35.26	 282.95	 6.84	 53.77	 17.52	 4.32	AEMAM 
20160104	 11.80	 51.00	 ONO	 47.00	 30.70	 58.87	 13.16	 202.18	 4.06	 22.64	 7.05	 0.86	AEMMM 
20160105	 11.70	 51.00	 ONO	 37.00	 2.80	 68.71	 11.24	 207.99	 3.87	 19.80	 6.24	 0.69	AEMMM 
20160106	 12.60	 63.00	 ONO	 36.00	 0.00	 79.70	 12.34	 213.96	 6.76	 21.58	 10.69	 1.80	AEMMM 
20160107	 18.40	 55.00	 NO	 20.00	 0.00	 84.79	 14.26	 220.98	 5.61	 24.55	 9.80	 1.55	AEMMM 
20160108	 20.80	 47.00	 NO	 11.00	 0.00	 87.34	 16.78	 228.43	 5.10	 28.36	 9.80	 1.55	AEMMM 
20160109	 20.60	 40.00	 O	 11.00	 0.00	 88.90	 19.62	 235.84	 6.37	 32.48	 12.67	 2.43	AEMAM 
20160110	 24.90	 37.00	 O	 7.00	 0.00	 90.29	 23.19	 244.03	 6.36	 37.47	 13.66	 2.78	AEMAM 
20160111	 21.20	 30.00	 ONO	 11.00	 0.00	 91.16	 26.59	 251.55	 8.81	 42.06	 18.58	 4.80	AEAAM 
20160112	 18.20	 49.00	 O	 46.00	 0.00	 89.13	 28.73	 258.53	 38.43	 44.97	 51.69	 29.33	AEEEE 
20160113	 15.60	 22.00	 ONO	 5.00	 0.00	 91.35	 31.57	 265.04	 6.69	 48.65	 16.34	 3.82	AEMAM 
20160114	 22.40	 19.00	 0	 0.00	 0.00	 93.22	 35.71	 272.77	 6.77	 53.81	 17.40	 4.27	AEMAM 
20160115	 19.50	 31.00	 O	 37.00	 0.00	 92.49	 38.81	 279.99	 39.37	 57.64	 58.55	 36.57	AEEEE 
20160116	 18.10	 36.00	 O	 29.00	 0.00	 91.41	 41.49	 286.95	 22.60	 60.95	 42.40	 20.66	AEXEE 
20160117	 17.60	 47.00	 O	 35.00	 0.00	 89.46	 43.65	 293.82	 23.14	 63.65	 43.93	 21.99	AEXEE 
20160118	 20.20	 41.00	 NO	 24.00	 0.00	 89.51	 46.38	 301.16	 13.39	 66.98	 31.47	 12.18	AEXAM 
20160119	 20.20	 35.00	 NO	 13.00	 0.00	 90.05	 49.40	 308.50	 8.32	 70.55	 23.29	 7.15	AEAAM 
20160120	 26.20	 33.00	 Var	 7.00	 0.00	 91.35	 53.38	 316.92	 7.40	 75.13	 22.15	 6.54	AEAAM 
20160121	 23.00	 51.00	 ONO	 23.00	 2.20	 82.15	 49.60	 324.77	 4.63	 71.79	 15.30	 3.40	AEMAM 
20160122	 19.60	 21.00	 ONO	 42.00	 0.00	 91.92	 53.17	 332.00	 46.78	 75.93	 73.38	 54.53	AEEEE 
20160123	 15.80	 39.00	 ONO	 23.00	 0.00	 90.62	 55.41	 338.55	 14.93	 78.64	 36.59	 15.91	AEXAM 
20160124	 17.70	 39.00	 N	 20.00	 0.00	 90.53	 57.91	 345.44	 12.66	 81.61	 33.40	 13.54	AEXAM 
20160125	 21.30	 36.00	 NNO	 10.00	 0.20	 90.58	 61.03	 352.97	 7.70	 85.22	 24.34	 7.73	AEAAM 
20160126	 19.10	 35.00	 O	 35.00	 0.00	 90.63	 63.89	 360.12	 27.34	 88.52	 56.78	 34.63	AEEEE 
20160127	 14.30	 38.00	 ONO	 46.00	 0.00	 90.21	 65.97	 366.39	 44.84	 90.99	 77.44	 59.99	AEEEE 
20160128	 16.10	 30.00	 NO	 20.00	 0.00	 90.45	 68.59	 373.00	 12.52	 93.98	 35.51	 15.09	AEXAM 
20160129	 20.10	 32.00	 ONO	 12.00	 0.00	 90.70	 71.73	 380.32	 8.67	 97.49	 28.26	 10.08	AEAAM 
20160130	 14.10	 33.00	 O	 48.00	 0.00	 90.75	 73.95	 386.56	 53.57	 100.05	 89.45	 77.42	AEEEE 
20160131	 16.30	 26.00	 NO	 7.00	 0.00	 91.23	 76.76	 393.20	 7.28	 103.16	 25.73	 8.53	AEAAM 
20160201	 20.30	 30.00	 N	 7.00	 0.00	 91.28	 79.73	 399.86	 7.33	 106.42	 26.24	 8.83	AEAAM 
20160202	 27.90	 20.00	 SE	 11.00	 0.00	 94.33	 84.35	 407.88	 13.74	 111.21	 40.68	 19.19	AEXAM 
20160203	 24.00	 35.00	 Var	 10.00	 0.00	 92.81	 87.59	 415.21	 10.57	 114.70	 34.74	 14.51	AEXAM 
20160204	 22.50	 28.00	 OSO	 6.00	 0.00	 92.86	 90.97	 422.26	 8.71	 118.25	 30.90	 11.80	AEXAM 
20160205	 24.20	 30.00	 NO	 14.00	 0.00	 92.91	 94.49	 429.62	 13.12	 121.94	 40.96	 19.43	AEXAM 
20160206	 18.10	 45.00	 NO	 48.00	 0.00	 89.97	 96.59	 435.88	 47.92	 124.32	 90.88	 79.62	AEEEE 
20160207	 16.40	 44.00	 O	 29.00	 0.00	 89.50	 98.54	 441.84	 17.21	 126.53	 49.34	 27.01	AEEAM 
20160208	 15.40	 37.00	 O	 42.00	 0.00	 89.55	 100.61	 447.61	 33.37	 128.83	 74.35	 55.82	AEEEE 
20160209	 10.00	 56.00	 O	 37.00	 0.00	 87.06	 101.58	 452.42	 18.15	 130.12	 51.49	 29.13	AEEAM 
20160210	 12.60	 39.00	 ONO	 34.00	 0.00	 87.93	 103.24	 457.69	 17.66	 132.03	 50.86	 28.51	AEEAM 
20160211	 15.30	 29.00	 0	 0.00	 0.00	 89.47	 105.56	 463.45	 3.97	 134.52	 18.75	 4.87	AEMAM 
20160212	 18.00	 38.00	 Var	 11.00	 0.00	 89.52	 107.91	 469.69	 6.97	 137.09	 28.07	 9.95	AEAAM 
20160213	 22.80	 25.00	 0	 0.00	 0.00	 91.71	 111.48	 476.80	 5.47	 140.71	 23.96	 7.52	AEAAM 
20160214	 23.20	 20.00	 O	 29.00	 0.00	 93.70	 115.35	 483.98	 31.20	 144.56	 73.91	 55.23	AEEEE 
20160215	 21.40	 46.00	 NO	 11.00	 0.00	 90.73	 117.76	 490.84	 8.29	 147.22	 32.28	 12.75	AEXAM 
20160216	 22.00	 38.00	 ONO	 23.00	 0.00	 90.78	 120.61	 497.80	 15.28	 150.23	 48.26	 25.97	AEEAM 
20160217	 23.40	 38.00	 NO	 37.00	 0.00	 90.83	 123.63	 505.02	 31.15	 153.39	 74.96	 56.62	AEEEE 
20160218	 19.20	 46.00	 ONO	 37.00	 0.00	 89.70	 125.81	 511.48	 26.49	 155.81	 68.29	 48.01	AEEEE 
20160219	 15.30	 39.00	 ONO	 31.00	 0.00	 89.75	 127.80	 517.23	 19.72	 158.00	 57.26	 35.15	AEEAM 
20160220	 14.20	 39.00	 NO	 18.00	 0.00	 89.80	 129.66	 522.79	 10.32	 160.07	 38.12	 17.11	AEXAM 
20160221	 15.50	 48.00	 O	 33.00	 0.00	 88.79	 131.37	 528.59	 19.00	 162.05	 56.28	 34.09	AEEAM 
20160222	 16.30	 47.00	 SE	 12.00	 0.00	 88.83	 133.21	 534.53	 6.64	 164.15	 28.59	 10.28	AEAAM 
20160223	 14.50	 60.00	 E	 3.00	 23.00	 41.18	 57.32	 424.96	 0.05	 85.74	 0.13	 0.00	BBBAM 
20160224	 15.60	 62.00	 ONO	 5.00	 0.00	 63.44	 58.59	 430.77	 0.63	 87.44	 2.65	 0.15	BMBAM 
20160225	 19.10	 55.00	 ONO	 15.00	 0.00	 80.24	 60.39	 437.22	 2.48	 89.78	 10.65	 1.79	MXMAM 
20160226	 19.70	 49.00	 NO	 13.51	 0.00	 85.87	 62.50	 443.77	 4.69	 92.45	 17.78	 4.44	AEMAM 
20160227	 19.50	 45.00	 0	 0.00	 0.00	 87.22	 64.76	 450.28	 2.88	 95.26	 12.42	 2.35	MXMAM 
20160228	 19.30	 39.00	 O	 35.00	 0.00	 88.99	 67.23	 456.76	 21.62	 98.29	 51.44	 29.08	AEEEE 
20160301	 18.60	 47.00	 O	 25.00	 0.00	 89.03	 69.05	 461.81	 13.15	 100.52	 37.85	 16.90	AEXAM 
20160302	 20.00	 40.00	 O	 27.00	 0.00	 89.17	 71.26	 467.11	 14.83	 103.17	 41.38	 19.78	AEXAM 
20160303	 17.90	 48.00	 ONO	 35.00	 0.00	 88.97	 72.98	 472.04	 21.57	 105.27	 52.91	 30.57	AEEEE 
20160304	 14.90	 44.00	 ONO	 43.00	 1.50	 83.65	 74.54	 476.43	 15.33	 107.16	 42.98	 21.16	AEXAM 
20160305	 13.60	 39.00	 Var	 9.00	 0.00	 86.89	 76.10	 480.58	 4.32	 109.04	 18.21	 4.63	AEAAM 
20160306	 17.70	 42.00	 NO	 5.00	 0.00	 87.99	 78.00	 485.47	 4.13	 111.30	 17.80	 4.45	AEAAM 
20160307	 21.20	 43.00	 0	 0.00	 0.00	 88.52	 80.22	 490.99	 3.47	 113.91	 15.77	 3.59	AEMAM 
20160308	 20.70	 46.00	 NO	 38.00	 0.00	 88.57	 82.27	 496.42	 23.68	 116.34	 58.33	 36.32	AEEEE 
20160309	 13.10	 66.00	 O	 29.00	 0.00	 85.80	 83.11	 500.48	 10.15	 117.46	 34.13	 14.06	AEXAM 
20160310	 11.30	 46.00	 ONO	 39.00	 1.20	 82.68	 84.28	 504.22	 11.06	 118.88	 36.30	 15.69	AEXAM 
20160311	 13.40	 64.00	 NO	 46.00	 2.00	 76.08	 75.74	 508.33	 8.29	 110.37	 29.03	 10.57	AEXAM 
20160312	 10.50	 59.00	 O	 40.00	 2.00	 73.67	 68.61	 511.93	 5.38	 102.79	 20.75	 5.83	AEAAM 
20160313	 9.60	 61.00	 O	 35.00	 3.00	 66.75	 54.67	 506.82	 3.28	 86.11	 13.01	 2.55	AEMAM 
20160314	 7.80	 54.00	 O	 33.00	 8.00	 54.57	 31.36	 474.05	 1.41	 53.82	 4.49	 0.39	BABAM 
20160315	 9.40	 55.00	 O	 40.00	 1.00	 72.88	 32.18	 477.45	 5.20	 55.08	 14.42	 3.06	AEMAM 
20160316	 11.00	 77.00	 O	 16.00	 7.00	 45.56	 18.57	 452.68	 0.20	 33.69	 0.26	 0.00	BBBAM 
